ccode;oldctbank;newctbank;csname;cnamer;oldcopf;newcopf;cregnum;oldcregnr;newcregnr;cdreg;lic;strcuraddr;ogrn
900 000 012;;;"ПАО АКБ ""1Банк""";1БАНК;ПАО;ПАО;2 896;;;10.06.1994;ОТЗ;362040, Республика Северная Осетия-Алания, г.Владикавказ, ул. Станиславского, 10;1021500000147
450 000 370;;;"АКБ ""Абсолют Банк"" (ПАО)";АБСОЛЮТ БАНК;ПАО;ПАО;2 306;;;22.04.1993;;127051,  г. Москва, Цветной бульвар, д. 18;1027700024560
450 000 785;;;"ПАО АКБ ""АВАНГАРД""";АВАНГАРД;ПАО;ПАО;2 879;;;09.06.1994;;119180,  г. Москва, ул. Большая Якиманка, д.1;1027700367507
920 000 004;;;"АО Банк ""Аверс""";АВЕРС;АО;НПАО;415;;;25.09.1990;;420111, г.Казань, ул.Мусы Джалиля, д.3;1231600067654
520 000 001;;;"АО ""Авто Финанс Банк""";АВТО ФИНАНС БАНК;АО;НПАО;170;;;26.04.1991;;109028, г.Москва, Серебряническая наб., д. 29;1025500003737
920 000 023;;;"АО ""Автоградбанк""";АВТОГРАДБАНК;АО;НПАО;1 455;;;26.04.1991;;423831, Республика Татарстан, г.Набережные Челны, проспект  Хасана Туфана,43;1021600000806
920 000 009;;;"ООО ""АвтоКредитБанк""";АВТОКРЕДИТБАНК;ООО;ООО (Паевое);1 973;;;22.07.1992;;420081, г.Казань, пр-т А. Камалеева, д.16а;1021600000366
450 000 618;;;"ООО ""АТБ"" Банк";АВТОТОРГБАНК;ООО;ООО (Паевое);2 776;;;05.04.1994;;123007, г. Москва, 1-я Магистральная улица, д. 13, стр. 2;1027739408290
450 001 194;;;"БАНК ""АГОРА"" ООО";АГОРА;ООО;ООО (Паевое);3 231;;;14.03.1995;;129090, г. Москва, переулок 2-й Троицкий, дом 3;1027700156164
120 000 001;;;ПАО АГРОИНКОМБАНК;АГРОИНКОМБАНК;ПАО;ПАО;1 946;;;06.07.1992;ОТЗ;414000, город Астрахань, пл. Ленина/ул. Бурова, 10/3, помещение 73;1023000927520
460 000 012;;;"АО КБ ""АГРОПРОМКРЕДИТ""";АГРОПРОМКРЕДИТ;АО;НПАО;2 880;;;09.06.1994;;119121, город Москва, улица Бурденко, дом 22.;1095000004252
630 000 015;;;"(АО ""Банк ""Агророс"")";АГРОРОС;АО;НПАО;2 860;;;23.05.1994;;410017, г.Саратов, ул.Чернышевского, 90;1026400001770
530 000 007;;;"ООО КБ ""Агросоюз""";АГРОСОЮЗ;ООО;ООО (Паевое);1 459;;;17.05.1991;ОТЗ;101000, г. Москва, Уланский пер., д. 13, стр. 1;1025600001130
450 001 072;;;"ООО КБ ""Адмиралтейский""";АДМИРАЛТЕЙСКИЙ;ООО;ООО (Паевое);3 054;;;17.08.1994;ОТЗ;119034,  г. Москва, Лопухинский пер., д.6, стр.1;1037739763753
100 000 003;;;"""Азиатско-Тихоокеанский Банк"" (АО)";АЗИАТСКО-ТИХООКЕАНСКИЙ БАНК;АО;НПАО;1 810;;;14.02.1992;;Российская Федерация, 675004, Амурская область, г. Благовещенск, ул. Амурская, д. 225;1022800000079
450 016 176;;;Азия-Инвест Банк (АО);АЗИЯ-ИНВЕСТ БАНК;АО;НПАО;3 303;;;30.08.1996;;115035, город Москва, ул. Садовническая, д. 73, стр. 1;1027739278973
512 057 100;НКО;Расчетная НКО;РНКО АЗИЯПЭЙ ООО;АЗИЯПЭЙ;ООО;ООО (Паевое);3 544;-К;-К;06.09.2022;;101000, г. Москва, переулок Лялин, д. 9, стр. 1;1227700549780
840 000 001;;;"ООО КБ ""АйМаниБанк""";АЙМАНИБАНК;ООО;ООО (Паевое);1 975;;;27.07.1992;ОТЗ;125212, г.Москва, ул. Выборгская, д. 16, корп. 2;1020400000081
450 054 198;;;АйСиБиСи Банк (АО);АЙСИБИСИ БАНК;АО;НПАО;3 475;;;30.08.2007;;109028, г. Москва, Серебряническая наб., д. 29;1077711000157
920 000 005;;;"ПАО ""АК БАРС"" БАНК";АК БАРС;ПАО;ПАО;2 590;;;29.11.1993;;420066, г.Казань, ул.Декабристов,1;1021600000124
820 000 046;;;"ООО КБ ""АкадемРусБанк""";АКАДЕМИЧЕСКИЙ РУССКИЙ БАНК;ООО;ООО (Паевое);622;;;29.10.1990;ОТЗ;117447, г. Москва, улица Дмитрия Ульянова, дом 35, строение 1;1027700057440
920 000 006;;;"ПАО ""АКИБАНК""";АКИБАНК;ПАО;ПАО;2 587;;;25.11.1993;;423827, Республика Татарстан, город Набережные Челны, проспект Мира, д.88а;1021600000839
340 000 005;;;"ООО КБ ""Аксонбанк""";АКСОНБАНК;ООО;ООО (Паевое);680;;;01.11.1990;ОТЗ;156961, г. Кострома, пр-т Мира, 55;1024400002978
890 000 007;;;"АО ""АКТИВ БАНК""";АКТИВ БАНК;АО;НПАО;2 529;;;14.10.1993;ОТЗ;430005, Республика Мордовия, г. Саранск, ул. Б. Хмельницкого, д. 36А;1021300001029
360 000 010;;;"АО ""АК Банк""";АКТИВКАПИТАЛ БАНК;АО;НПАО;3 006;;;29.07.1994;ОТЗ;443001, г.Самара, ул. Вилоновская, д. 84;1026300005170
500 000 012;;;"АО ""Банк Акцепт""";АКЦЕПТ;АО;НПАО;567;;;24.10.1990;;630099, г. Новосибирск, ул.Советская, 14;1025400000427
240 000 001;;;"АКБ ""Акция"" ОАО";АКЦИЯ;ОАО;ОАО (АО);927;;;30.10.1992;ОТЗ;153000, г.Иваново, ул.Ташкентская, 14;1023700000169
980 000 007;;;"АБ ""Алданзолотобанк"" АО";АЛДАНЗОЛОТОБАНК;АО;НПАО;854;;;21.11.1990;ОТЗ;678900, Республика Саха (Якутия), г. Алдан, улица 10 лет Якутии ,31-а;1021400001040
400 000 037;;;"ПАО Банк ""АЛЕКСАНДРОВСКИЙ""";АЛЕКСАНДРОВСКИЙ;ПАО;ПАО;53;;;30.06.1992;;191119, Санкт-Петербург, Загородный пр., 46, литер Б, корпус 2;1027800000194
460 000 022;;;"АО АКБ ""Алеф-Банк""";АЛЕФ-БАНК;АО;НПАО;2 119;;;16.10.1992;;121467, г. Москва, ул. Молдавская, д. 5;1027739176080
980 000 022;;;"АКБ ""Алмазэргиэнбанк"" АО";АЛМАЗЭРГИЭНБАНК;АО;НПАО;2 602;;;06.12.1993;;677000, Республика Саха (Якутия), город. Якутск, проспект Ленина, 1;1031403918138
10 000 004;;;"ООО КБ ""Алтайкапиталбанк""";АЛТАЙКАПИТАЛБАНК;ООО;ООО (Паевое);2 659;;;21.01.1994;;656043, Алтайский край, г.Барнаул, ул.Л.Толстого, 38а;1022200531484
920 000 008;;;"ООО ""АЛТЫНБАНК""";АЛТЫНБАНК;ООО;ООО (Паевое);2 070;;;10.09.1992;;420124, г.Казань, улица Фатыха Амирхана, д.15;1151600000100
460 000 015;;;"ООО КБ ""Альба Альянс""";АЛЬБА АЛЬЯНС;ООО;ООО (Паевое);2 593;;;03.12.1993;АНН;119019, г. Москва, Кремлевская набережная, д. 1, стр. 2;1025000004787
450 000 344;;;"КБ ""Альта-Банк"" (ЗАО)";АЛЬТА-БАНК;ЗАО;ЗАО (АО);2 269;;;29.01.1993;ОТЗ;125047, г. Москва, ул. 2-ая Брестская, д. 30;1027739047181
450 044 555;НКО;Расчетная НКО;"НКО ""Альтернатива"" (ООО)";АЛЬТЕРНАТИВА;ООО;ООО (Паевое);3 452;-К;-К;27.01.2005;;115172, г. Москва, ул. Малые Каменщики, д. 10;1057711000820
450 000 036;;;"АО ""АЛЬФА-БАНК""";АЛЬФА-БАНК;АО;НПАО;1 326;;;03.01.1991;;107078,  г. Москва, ул. Каланчевская, д. 27;1027700067328
450 001 076;;;"""АМБ Банк"" (ПАО)";АМБ БАНК;ПАО;ПАО;3 036;;;04.08.1994;ОТЗ;123242,  г. Москва, Новинский бульвар, д. 31;1027700034372
450 050 166;;;"ООО ""Америкэн Экспресс Банк""";АМЕРИКЭН ЭКСПРЕСС БАНК;ООО;ООО (Паевое);3 460;;;15.12.2005;;119048, г. Москва, ул. Усачева, д. 33, стр. 1;1057711014800
460 000 019;;;"ООО ""АМТ БАНК""";АМТ БАНК;ООО;ООО (Паевое);2 820;;;10.05.1994;ОТЗ;129110, г.Москва, проспект Мира, д. 62, стр.1;1027700182366
920 000 014;;;"""АНКОР БАНК"" (АО)";АНКОР БАНК;АО;НПАО;889;;;09.12.1992;ОТЗ;420101, г.Казань, ул. Братьев Касимовых, 47;1021600000597
450 001 001;;;"КБ ""Анталбанк"" ООО";АНТАЛБАНК;ООО;ООО (Паевое);3 115;;;10.10.1994;ОТЗ;109044, г. Москва, ул. Симоновский вал, д. 9;1027739138558
450 000 423;;;"АКБ ""АПАБАНК"" (АО)";АПАБАНК;АО;НПАО;2 404;;;29.06.1993;ОТЗ;123100,  г. Москва, Студенецкий переулок, дом 3;1037700043732
450 039 251;НКО;Расчетная НКО;"НКО ООО ""АРБ-ИНКАСС""";АРБ-ИНКАСС;ООО;ООО (Паевое);3 353;-К;-К;10.11.2000;ОТЗ;115114, г. Москва, ул. Дербеневская, д. 1, стр. 1, офис 43;1037739751224
450 001 040;;;"ООО КБ ""АРЕСБАНК""";АРЕСБАНК;ООО;ООО (Паевое);2 914;;;22.06.1994;;123112,  г. Москва, ул. Тестовская, д. 10;1027739554930
220 000 004;;;"АО комбанк ""Арзамас""";АРЗАМАС;АО;НПАО;1 281;;;24.12.1990;;607220, Нижегородская область, г.Арзамас, улица Кирова, 33;1025200000011
680 000 001;;;"АО ""Арксбанк""";АРКСБАНК;АО;НПАО;1 868;;;22.05.1992;ОТЗ;105064, г. Москва, ул. Казакова, дом 27;1026800000028
450 000 904;;;"КБ ""Арсенал"" ООО";АРСЕНАЛ;ООО;ООО (Паевое);3 000;;;27.07.1994;ОТЗ;123557, г. Москва, ул. Пресненский Вал, д. 14, стр. 3;1027739258271
450 000 699;;;"АБ ""АСПЕКТ"" (АО)";АСПЕКТ;АО;НПАО;608;;;26.10.1990;ОТЗ;129327,  г. Москва, ул. Ленская, д. 28;1027739326207
220 000 023;;;"АО КБ ""Ассоциация""";АССОЦИАЦИЯ;АО;НПАО;732;;;12.11.1990;ОТЗ;603000, г.Нижний Новгород, ул.М. Горького, 61;1025200000352
800 000 013;;;"ОАО ""АФ Банк""";АФ БАНК;ОАО;ОАО (АО);991;;;28.11.1990;ОТЗ;450057, Республика Башкортостан, город Уфа, улица Октябрьской революции, 78;1020280000014
810 000 006;;;БайкалБанк (ПАО);БАЙКАЛБАНК;ПАО;ПАО;2 632;;;24.12.1993;ОТЗ;670034, Республика Бурятия, г. Улан-Удэ, ул.Красноармейская,28;1020300003460
250 000 011;;;"КБ ""Байкалкредобанк"" (АО)";БАЙКАЛКРЕДОБАНК;АО;НПАО;2 990;;;20.07.1994;;664025, Иркутская область, г. Иркутск, ул. Ленина, 18;1023800000278
630 000 004;;;"АО ""БАЛАКОВО-БАНК""";БАЛАКОВО-БАНК;АО;НПАО;444;;;08.10.1990;;413857, Саратовская область, г.Балаково, ул.Факел Социализма, 21;1026400002265
270 000 018;;;"ПАО АКБ ""Балтика""";БАЛТИКА;ПАО;ПАО;967;;;27.11.1990;ОТЗ;121069, г.Москва, пер. Трубниковский, д. 13, стр. 1;1023900001993
400 000 022;;;"ПАО ""БАЛТИНВЕСТБАНК""";БАЛТИНВЕСТБАНК;ПАО;ПАО;3 176;;;13.12.1994;;197101, Санкт-Петербург, ул. Дивенская, дом 1, литера А;1027800001570
30 000 024;;;Банк - Т (ОАО);БАНК - Т;ОАО;ОАО (АО);625;;;30.10.1990;ОТЗ;123610, г. Москва, Краснопресненская наб., д. 12;1062300007901
400 000 031;;;"ПАО ""Банк ""Санкт-Петербург""";"БАНК ""САНКТ-ПЕТЕРБУРГ""";ПАО;ПАО;436;;;03.10.1990;;195112, г. Санкт-Петербург, Малоохтинский пр., д. 64, лит. А;1027800000140
512 052 393;;;"ООО ""Банк 131""";БАНК 131;ООО;ООО (Паевое);3 538;;;21.03.2019;;420012, Республика Татарстан, г. Казань, ул. Некрасова, д. 38;1191690025746
512 003 408;;;"АО ""БАНК БЕРЕЙТ""";БАНК БЕРЕЙТ;АО;НПАО;3 505;;;17.01.2012;;187015, Ленинградская область, Тосненский район, г.п. Красный Бор, ул. Промышленная, д. 3, пом.II;1124700000160
450 000 348;;;"ООО КБ ""Банк БФТ""";БАНК БФТ;ООО;ООО (Паевое);2 273;;;22.02.1993;ОТЗ;115184, г. Москва, Руновский пер., д. 6, стр. 2;1027739564786
870 000 002;;;"""БАНК ГОРОД"" (АО)";БАНК ГОРОД;АО;НПАО;2 644;;;06.01.1994;ОТЗ;115280, г.Москва, 1-й Автозаводский проезд, д. 4, корп. 1;1021100000030
450 000 375;;;"АО ""Банк ДОМ.РФ""";БАНК ДОМ.РФ;АО;НПАО;2 312;;;23.04.1993;;125009, г. Москва, ул. Воздвиженка, д. 10;1037739527077
450 000 847;;;"АО ""Банк БЖФ""";БАНК ЖИЛИЩНОГО ФИНАНСИРОВАНИЯ;АО;НПАО;3 138;;;20.10.1994;;121357, г. Москва, ул. Верейская, д. 29, стр. 134;1027739098639
450 001 204;;;ПАО Банк ЗЕНИТ;БАНК ЗЕНИТ;ПАО;ПАО;3 255;;;22.06.1995;;117638, г. Москва, Одесская ул., д. 2;1027739056927
450 000 323;;;"АО ""Банк Интеза""";БАНК ИНТЕЗА;АО;НПАО;2 216;;;31.12.1992;;101000,  г. Москва, Петроверигский пер., д. 2;1027739177377
920 000 028;;;"ООО КБЭР ""Банк Казани""";БАНК КАЗАНИ;ООО;ООО (Паевое);708;;;02.11.1990;;420066, г.Казань, ул.Солдатская, д.1;1021600000014
450 000 567;;;"ООО ""Банк БКФ""";БАНК КОРПОРАТИВНОГО ФИНАНСИРОВАНИЯ;ООО;ООО (Паевое);2 684;;;11.02.1994;;123376, г. Москва, ул. Красная Пресня, д. 24;1027739542050
450 000 465;;;"АО ""Банк Кредит Свисс (Москва)""";БАНК КРЕДИТ СВИСС (МОСКВА);АО;НПАО;2 494;;;13.09.1993;;125047, г. Москва, ул. 1-я Тверская-Ямская, д. 21;1027739526935
820 000 068;;;"ОАО БАНК ""МБФИ""";БАНК МБФИ;ОАО;ОАО (АО);2 073;;;10.09.1992;ОТЗ;105062, г. Москва, Подсосенский  пер, д. 17;1020500000510
450 001 198;;;МП Банк (ООО);БАНК МИР ПРИВИЛЕГИЙ;ООО;ООО (Паевое);3 224;;;01.03.1995;;121069,  г. Москва, ул.Поварская, д.23, стр.4;1137711000096
450 000 450;;;"АКБ ""БНКВ"" (АО)";БАНК НА КРАСНЫХ ВОРОТАХ;АО;НПАО;2 472;;;26.08.1993;ОТЗ;105005,  г. Москва, ул. Бауманская, д. 58/25, строение 1;1027739045025
250 000 008;;;ООО Банк Оранжевый;БАНК ОРАНЖЕВЫЙ;ООО;ООО (Паевое);1 659;;;10.12.1991;;190013, г. Санкт-Петербург, ул. Рузовская, д. 16, лит. А, помещение 13-Н;1023800000322
530 000 004;;;"АО ""БАНК ОРЕНБУРГ""";БАНК ОРЕНБУРГ;АО;НПАО;3 269;;;22.09.1995;;460024, Оренбургская область, г. Оренбург, ул. Маршала Г.К.Жукова, 25;1025600002230
870 000 006;;;"ПАО ""Банк Премьер Кредит""";БАНК ПРЕМЬЕР КРЕДИТ;ПАО;ПАО;1 663;;;16.12.1991;ОТЗ;111250, г.Москва, улица Солдатская, дом 8, корпус 1;1021100000085
320 000 009;;;"ООО ""Банк РБ""";БАНК РАЗВИТИЯ БИЗНЕСА;ООО;ООО (Паевое);1 910;;;01.06.1992;ОТЗ;650000, Кемеровская область, г.Кемерово, проспект Советский, д.56;1024200002859
900 000 009;;;"АКБ ""БРР"" (ОАО)";БАНК РАЗВИТИЯ РЕГИОНА;ОАО;ОАО (АО);3 315;;;25.08.1997;ОТЗ;362019, Республика Северная Осетия-Алания, г.Владикавказ, ул. Шмулевича, 8а;1021500000202
450 000 471;;;"ООО ""банк Раунд""";БАНК РАУНД;ООО;ООО (Паевое);2 506;;;21.09.1993;;121609,  г. Москва, ш. Рублевское, д. 28;1027700140753
450 000 505;;;Банк РМП (АО);БАНК РМП;АО;НПАО;2 574;;;12.11.1993;;123557, г. Москва, ул. Климашкина, д. 21, стр. 1;1027739153573
450 042 110;;;"ООО ""Банк РСИ""";БАНК РСИ;ООО;ООО (Паевое);3 415;;;28.05.2002;;115184, г. Москва, ул. Малая Ордынка, д. 35, стр. 1, подъезд 2;1027739312589
450 000 512;;;"ЗАО ""С банк""";БАНК СБЕРЕЖЕНИЙ И КРЕДИТА;ЗАО;ЗАО (АО);2 581;;;23.11.1993;ОТЗ;115054,  г. Москва, ул. Новокузнецкая,  д. 36/2, стр. 1;1037739299685
190 000 006;;;"АО ""БАНК СГБ""";БАНК СГБ;АО;НПАО;2 816;;;29.04.1994;;160001 г.Вологда, ул. Благовещенская д. 3;1023500000160
450 000 627;;;"АО ""Банк ФИНАМ""";БАНК ФИНАМ;АО;НПАО;2 799;;;19.04.1994;;127006,  г. Москва, Настасьинский переулок, дом 7, строение 2;1037739001046
630 000 005;;;"ООО ""БАНК ФИНИНВЕСТ""";БАНК ФИНИНВЕСТ;ООО;ООО (Паевое);671;;;31.10.1990;ОТЗ;199226, г. Санкт-Петербург, улица Нахимова, дом 15, лит. Е.;1026400002310
512 032 426;;;"АО ""Банк ЧБРР""";БАНК ЧБРР;АО;НПАО;3 527;;;13.08.2014;;295001, Республика Крым, г.Симферополь, ул.Большевистская, 24;1149102030186
650 000 030;;;"""Банк24.ру"" (ОАО)";БАНК24.РУ;ОАО;ОАО (АО);2 227;;;19.11.1992;ОТЗ;125047, г.Москва, ул.Тверская-Ямская 1-я, д. 26;1026600002098
400 000 007;;;"АО АКБ ""Банкирский Дом""";БАНКИРСКИЙ ДОМ;АО;НПАО;2 928;;;27.06.1994;ОТЗ;197046, Санкт-Петербург, ул. Малая Посадская, 16, литер А, пом.6Н;1027800011524
270 000 020;;;ББР Банк (АО);ББР БАНК;АО;НПАО;2 929;;;27.06.1994;;121099, г. Москва, 1-й Николощеповский переулок, д. 6, стр. 1;1027700074775
140 000 005;;;"АО УКБ ""Белгородсоцбанк""";БЕЛГОРОДСОЦБАНК;АО;НПАО;760;;;31.10.1990;;308000, Белгородская область, г. Белгород, Белгородский проспект, 73;1023100000560
450 001 155;;;"АКБ ""Бенифит-банк"" (ЗАО)";БЕНИФИТ-БАНК;ЗАО;ЗАО (АО);3 229;;;14.03.1995;ОТЗ;125047,  г. Москва, ул. 2-я Брестская, д. 32;1027739246160
970 000 006;;;"КБ ""БДБ"" (ООО)";БИЗНЕС ДЛЯ БИЗНЕСА;ООО;ООО (Паевое);1 060;;;03.12.1990;ОТЗ;429060, Чувашская Республика, г.Ядрин, ул.Красноармейская, 5;1022100008325
320 000 012;;;"""БСТ-БАНК"" АО";БИЗНЕС-СЕРВИС-ТРАСТ;АО;НПАО;2 883;;;10.06.1994;;654041, Кемеровская область-Кузбасс, г.Новокузнецк, ул.Кутузова,31;1024200002276
500 000 013;;;"АО ""БКС Банк""";БКС БАНК;АО;НПАО;101;;;30.12.1991;;129110, г. Москва, проспект Мира, д. 69, стр. 1;1055400000369
580 000 003;;;"ООО ""Бланк банк""";БЛАНК БАНК;ООО;ООО (Паевое);2 368;;;01.06.1993;;123112, г. Москва, 1-й Красногвардейский проезд, д. 22, стр. 1;1026000001796
450 000 601;;;"АО ""БМ-Банк""";БМ-БАНК;АО;НПАО;2 748;;;15.03.1994;;107996, г. Москва, ул. Рождественка, д. 8, стр. 1;1027700159497
450 055 312;;;"ООО ""БМВ Банк""";БМВ БАНК;ООО;ООО (Паевое);3 482;;;17.03.2008;;125315, г. Москва, Ленинградский проспект, дом 70;1085000001998
450 042 062;;;"""БНП ПАРИБА БАНК"" АО";БНП ПАРИБА БАНК;АО;НПАО;3 407;;;28.05.2002;;125047, г. Москва, ул. Лесная, д. 5;1027700045780
220 000 010;;;"Банк ""Богородский"" (ООО)";БОГОРОДСКИЙ;ООО;ООО (Паевое);1 277;;;24.12.1990;ОТЗ;607600, Нижегородская область, г.Богородск, улица Ленина, 185;1025200000077
460 000 039;;;"КБ ""БМБ"" (ООО)";БОГОРОДСКИЙ МУНИЦИПАЛЬНЫЙ БАНК;ООО;ООО (Паевое);2 992;;;26.07.1994;ОТЗ;142400, Московская область, г.Ногинск, ул.Советская, д.45;1025000006822
450 000 133;;;"АБ ""БПФ"" (ЗАО)";БПФ;ЗАО;ЗАО (АО);1 677;;;24.12.1991;ОТЗ;125195, г. Москва, Ленинградское шоссе, д. 59;1027739042572
250 000 004;;;"""Братский АНКБ"" АО";БРАТСКИЙ АНКБ;АО;НПАО;1 144;;;10.12.1990;;665717, Иркутская область, г. Братск, ул. Комсомольская,43;1023800000069
450 000 229;;;"АО КБ ""БТФ""";БТФ;АО;НПАО;1 982;;;31.07.1992;ОТЗ;109012, г. Москва, ул. Никольская, д. 10;1177700006780
530 000 002;;;"ОАО Инвестбанк ""БЗЛ""";БУЗУЛУКБАНК;ОАО;ОАО (АО);1 282;;;24.12.1990;ОТЗ;461050, Оренбургская область, г. Бузулук, ул. Спортивная, д. 17-а;1025600002064
920 000 013;;;"АО ""Булгар банк""";БУЛГАР БАНК;АО;НПАО;1 917;;;12.06.1992;ОТЗ;150040, г. Ярославль, проспект Ленина, д. 37/73;1021600003160
830 000 007;;;"""БУМ-БАНК"", ООО";БУМ-БАНК;ООО;ООО (Паевое);1 137;;;10.12.1990;ОТЗ;360000, Кабардино-Балкарская Республика, г.Нальчик, ул.Ногмова, д. 62;1020700000254
190 000 013;;;"АО Комсоцбанк ""Бумеранг""";БУМЕРАНГ;АО;НПАО;1 002;;;28.11.1990;ОТЗ;162602, Вологодская обл., г.Череповец, ул. Коммунистов д. 22;1033501065730
450 000 836;;;"КБ ""БФГ-Кредит"" (ООО)";БФГ-КРЕДИТ;ООО;ООО (Паевое);3 068;;;01.09.1994;ОТЗ;121165,  г. Москва, Кутузовский проспект, д.35/30;1037739226128
940 000 003;;;"ПАО ""БыстроБанк""";БЫСТРОБАНК;ПАО;ПАО;1 745;;;02.04.1992;;426008, Удмуртская Республика, г.Ижевск, ул.Пушкинская,268;1021800001508
450 000 373;;;"АКБ ""БЭНК ОФ ЧАЙНА"" (АО)";БЭНК ОФ ЧАЙНА;АО;НПАО;2 309;;;23.04.1993;;129110,  г. Москва, Проспект Мира, д.72;1027739857551
790 000 007;;;"ООО ""Вайлдберриз Банк""";ВАЙЛДБЕРРИЗ;ООО;ООО (Паевое);841;;;20.11.1990;;127051, г. Москва, Большой Каретный переулок, д.20, стр.2;1020100002340
580 000 004;;;"АО КБ ""ВАКОБАНК""";ВАКОБАНК;АО;НПАО;1 291;;;26.12.1990;;182110, Псковская область, г. Великие Луки, ул. К. Либкнехта, д. 15;1026000002160
250 000 006;;;ВЛБАНК (АО);ВАШ ЛИЧНЫЙ БАНК;АО;НПАО;1 222;;;18.12.1990;ОТЗ;666784, Иркутская область, г. Усть-Кут, ул. Кирова, 85а;1063800023572
780 000 004;;;"ПАО Банк ""ВВБ""";ВВБ;ПАО;ПАО;1 093;;;05.12.1990;ОТЗ;299011, г. Севастополь, ул. 4-я Бастионная, д. 3а;1027600000020
460 000 023;;;"КБ ""ВЕГА-БАНК"" (ООО)";ВЕГА-БАНК;ООО;ООО (Паевое);3 270;;;22.09.1995;ОТЗ;"105118, г. Москва, проспект Буденного, д. 32 ""А""";1027739059710
450 000 366;;;"АКБ ""ВЕК"" (АО)";ВЕК;АО;НПАО;2 299;;;16.04.1993;ОТЗ;123242,  г. Москва, ул.Малая Грузинская, д.10 стр.1;1027739224160
580 000 002;;;"АО ""Великие Луки банк""";ВЕЛИКИЕ ЛУКИ БАНК;АО;НПАО;598;;;26.10.1990;;182110, Псковская область, г. Великие Луки, ул. Комсомольская, д. 27-а;1026000001774
730 000 006;;;"АО Банк ""Венец""";ВЕНЕЦ;АО;НПАО;524;;;19.10.1990;;432071, г. Ульяновск, ул. Марата, 19;1027300000166
450 001 153;НКО;Расчетная НКО;"ООО ""НКО ""Вестерн Юнион ДП Восток""";ВЕСТЕРН ЮНИОН ДП ВОСТОК;ООО;ООО (Паевое);2 726;-С;-С;01.03.1994;;125171,  г. Москва, Ленинградское шоссе, д. 16А, строение 1;1037739616122
450 040 356;;;"ООО ""Вестинтербанк""";ВЕСТИНТЕРБАНК;ООО;ООО (Паевое);3 398;;;06.02.2002;ОТЗ;123001, г. Москва, Вспольный переулок, д. 5, стр.1;1027700051390
400 000 036;;;"АО ""КАБ ""Викинг""";ВИКИНГ;АО;НПАО;2;;;27.12.1991;;191002 Санкт-Петербург, Владимирский проспект, дом 17;1027800000250
400 000 003;;;"АО ""Витабанк""";ВИТАБАНК;АО;НПАО;356;;;22.11.1991;;142116, Московская область, городской округ Подольск, город Подольск, улица Ульяновых, дом 1, помещение 2;1027800000183
450 000 218;;;"ООО ""Витас Банк""";ВИТАС;ООО;ООО (Паевое);1 955;;;14.07.1992;ОТЗ;129327,  г. Москва, ул.Енисейская, д.22, корп.2;1027739287355
450 001 171;;;"КБ ""ВИТЯЗЬ"" - (ООО)";ВИТЯЗЬ;ООО;ООО (Паевое);2 890;;;10.06.1994;ОТЗ;129090,  г. Москва, Ботанический переулок, д. 14, стр. 3;1027739432940
512 007 285;НКО;Расчетная НКО;"РНКО ""ВК Платёжные решения"" (ООО)";ВК ПЛАТЁЖНЫЕ РЕШЕНИЯ;ООО;ООО (Паевое);3 511;-К;-К;02.08.2012;;125167, г. Москва, Ленинградский проспект, д. 39, стр. 79;1127711000042
170 000 001;;;"АО ""ВЛАДБИЗНЕСБАНК""";ВЛАДБИЗНЕСБАНК;АО;НПАО;903;;;19.01.1993;;600015, г.Владимир, пр-т Ленина,35;1023300000063
170 000 003;;;"ООО ""Владпромбанк""";ВЛАДИМИРСКИЙ ПРОМЫШЛЕННЫЙ БАНК;ООО;ООО (Паевое);870;;;21.11.1990;ОТЗ;600020, г.Владимир, ул. Большая Нижегородская, д.9;1023300000052
450 000 919;;;"ООО ""Внешпромбанк""";ВНЕШПРОМБАНК;ООО;ООО (Паевое);3 261;;;03.07.1995;ОТЗ;119991,  г. Москва, Комсомольский проспект, д. 42, строение 1;1027700514049
820 000 012;;;"ООО КБ ""ВНЕШФИНБАНК""";ВНЕШФИНБАНК;ООО;ООО (Паевое);3 173;;;05.12.1994;;350059, г. Краснодар,  ул. Волжская, д. 47;1020500003919
360 000 008;;;"ОАО ""ВКБ""";ВОЛГА-КРЕДИТ;ОАО;ОАО (АО);1 153;;;11.12.1990;ОТЗ;443030, г.Самара, ул.Вилоновская, 138;1026300001815
360 000 018;;;"ОАО ""Волго-Камский банк""";ВОЛГО-КАМСКИЙ БАНК;ОАО;ОАО (АО);282;;;27.04.1990;ОТЗ;443096, город Самара, Ленинский район, проспект Карла Маркса, д.10;1026300001782
360 000 006;;;"ООО ""ВСБ""";ВОЛЖСКИЙ СОЦИАЛЬНЫЙ БАНК;ООО;ООО (Паевое);2 428;;;21.07.1993;ОТЗ;443041, г.Самара, ул. Садовая, 175;1026300001860
190 000 010;;;"АО ""Вологдабанк""";ВОЛОГДАБАНК;АО;НПАО;992;;;28.11.1990;ОТЗ;160001, г.Вологда, ул. Мира, д. 36;1023500000040
190 000 008;;;"АО ""Банк ""Вологжанин""";ВОЛОГЖАНИН;АО;НПАО;1 896;;;21.05.1992;;160000, г. Вологда, ул. Козленская, д. 10;1023500000655
200 000 003;;;"АО ""Банк Воронеж""";ВОРОНЕЖ;АО;НПАО;654;;;31.10.1990;ОТЗ;394006, г. Воронеж, ул. Челюскинцев, 149;1023600002084
